comuna;region;year;month;day;str_date;n_contadores;count_1;count_2
BUIN;13;2018;10;14;14-10-2018;1;0;629
COPIAPO;3;2018;10;14;14-10-2018;8;0;1242
SANTA CRUZ;6;2018;10;14;14-10-2018;1;0;134
RANCAGUA;6;2018;10;14;14-10-2018;1;0;425
PUERTO AYSÉN;11;2018;10;14;14-10-2018;2;0;0
VALDIVIA;14;2018;10;15;15-10-2018;7;0;696
OSORNO;10;2018;10;15;15-10-2018;4;0;371
PUERTO MONTT;10;2018;10;15;15-10-2018;4;0;158
ARICA;15;2018;10;15;15-10-2018;7;0;1445
Temuco;9;2018;10;15;15-10-2018;6;0;1571
VILLARICA;9;2018;10;15;15-10-2018;4;0;115
TEMUCO;9;2018;10;15;15-10-2018;10;0;1878
VICTORIA;9;2018;10;15;15-10-2018;3;0;203
HUALPÉN;8;2018;10;15;15-10-2018;1;0;10
TALCAHUANO;8;2018;10;15;15-10-2018;3;0;360
LOS ANGELES;8;2018;10;15;15-10-2018;2;0;348
CONCEPCION;8;2018;10;15;15-10-2018;2;0;537
CORONEL;8;2018;10;15;15-10-2018;2;0;352
PUNTA ARENAS;12;2018;10;15;15-10-2018;6;0;382
PUERTO NATALES;12;2018;10;15;15-10-2018;6;0;460
ANTOFAGASTA;2;2018;10;15;15-10-2018;4;0;628
CALAMA;2;2018;10;15;15-10-2018;7;0;1799
LA SERENA;4;2018;10;15;15-10-2018;3;0;371
TALAGANTE;13;2018;10;15;15-10-2018;3;0;794
BUIN;13;2018;10;15;15-10-2018;1;0;673
COPIAPO;3;2018;10;15;15-10-2018;8;0;1493
SANTA CRUZ;6;2018;10;15;15-10-2018;1;0;167
RANCAGUA;6;2018;10;15;15-10-2018;1;0;585
PUERTO AYSÉN;11;2018;10;15;15-10-2018;2;0;0
VALDIVIA;14;2018;10;16;16-10-2018;7;0;428
OSORNO;10;2018;10;16;16-10-2018;4;0;444
PUERTO MONTT;10;2018;10;16;16-10-2018;4;0;99
ARICA;15;2018;10;16;16-10-2018;7;0;2251
Temuco;9;2018;10;16;16-10-2018;6;0;1305
VILLARICA;9;2018;10;16;16-10-2018;4;0;101
TEMUCO;9;2018;10;16;16-10-2018;10;0;1266
VICTORIA;9;2018;10;16;16-10-2018;3;0;463
HUALPÉN;8;2018;10;16;16-10-2018;1;0;9
TALCAHUANO;8;2018;10;16;16-10-2018;3;0;393
LOS ANGELES;8;2018;10;16;16-10-2018;2;0;569
CONCEPCION;8;2018;10;16;16-10-2018;2;0;1328
CORONEL;8;2018;10;16;16-10-2018;2;0;491
PUNTA ARENAS;12;2018;10;16;16-10-2018;6;0;632
PUERTO NATALES;12;2018;10;16;16-10-2018;6;0;831
ANTOFAGASTA;2;2018;10;16;16-10-2018;4;0;859
CALAMA;2;2018;10;16;16-10-2018;7;0;2488
LA SERENA;4;2018;10;16;16-10-2018;3;0;516
TALAGANTE;13;2018;10;16;16-10-2018;3;0;933
BUIN;13;2018;10;16;16-10-2018;1;0;677
COPIAPO;3;2018;10;16;16-10-2018;8;0;2575
SANTA CRUZ;6;2018;10;16;16-10-2018;1;0;405
RANCAGUA;6;2018;10;16;16-10-2018;1;0;802
PUERTO AYSÉN;11;2018;10;16;16-10-2018;2;0;0
VALDIVIA;14;2018;10;17;17-10-2018;7;0;595
OSORNO;10;2018;10;17;17-10-2018;4;0;267
PUERTO MONTT;10;2018;10;17;17-10-2018;4;0;185
ARICA;15;2018;10;17;17-10-2018;7;0;2405
Temuco;9;2018;10;17;17-10-2018;6;0;949
VILLARICA;9;2018;10;17;17-10-2018;4;0;82
TEMUCO;9;2018;10;17;17-10-2018;10;0;1093
VICTORIA;9;2018;10;17;17-10-2018;3;0;252
HUALPÉN;8;2018;10;17;17-10-2018;1;0;3
TALCAHUANO;8;2018;10;17;17-10-2018;3;0;219
LOS ANGELES;8;2018;10;17;17-10-2018;2;0;194
CONCEPCION;8;2018;10;17;17-10-2018;2;0;597
CORONEL;8;2018;10;17;17-10-2018;2;0;237
PUNTA ARENAS;12;2018;10;17;17-10-2018;6;0;700
PUERTO NATALES;12;2018;10;17;17-10-2018;6;0;680
ANTOFAGASTA;2;2018;10;17;17-10-2018;4;0;889
CALAMA;2;2018;10;17;17-10-2018;7;0;2674
LA SERENA;4;2018;10;17;17-10-2018;3;0;636
TALAGANTE;13;2018;10;17;17-10-2018;3;0;954
BUIN;13;2018;10;17;17-10-2018;1;0;850
COPIAPO;3;2018;10;17;17-10-2018;8;0;2533
SANTA CRUZ;6;2018;10;17;17-10-2018;1;0;364
RANCAGUA;6;2018;10;17;17-10-2018;1;0;890
PUERTO AYSÉN;11;2018;10;17;17-10-2018;2;0;0
VALDIVIA;14;2018;10;18;18-10-2018;7;0;1229
OSORNO;10;2018;10;18;18-10-2018;3;0;377
PUERTO MONTT;10;2018;10;18;18-10-2018;4;0;210
ARICA;15;2018;10;18;18-10-2018;7;0;2276
Temuco;9;2018;10;18;18-10-2018;6;0;2950
VILLARICA;9;2018;10;18;18-10-2018;4;0;272
TEMUCO;9;2018;10;18;18-10-2018;10;0;3222
VICTORIA;9;2018;10;18;18-10-2018;3;0;640
HUALPÉN;8;2018;10;18;18-10-2018;1;0;19
TALCAHUANO;8;2018;10;18;18-10-2018;3;0;558
LOS ANGELES;8;2018;10;18;18-10-2018;2;0;587
CONCEPCION;8;2018;10;18;18-10-2018;2;0;1994
CORONEL;8;2018;10;18;18-10-2018;2;0;536
PUNTA ARENAS;12;2018;10;18;18-10-2018;6;0;780
PUERTO NATALES;12;2018;10;18;18-10-2018;6;0;672
ANTOFAGASTA;2;2018;10;18;18-10-2018;4;0;881
CALAMA;2;2018;10;18;18-10-2018;7;0;2602
LA SERENA;4;2018;10;18;18-10-2018;3;0;604
TALAGANTE;13;2018;10;18;18-10-2018;3;0;970
BUIN;13;2018;10;18;18-10-2018;1;0;852
COPIAPO;3;2018;10;18;18-10-2018;8;0;2561
SANTA CRUZ;6;2018;10;18;18-10-2018;1;0;382
RANCAGUA;6;2018;10;18;18-10-2018;1;0;884
PUERTO AYSÉN;11;2018;10;18;18-10-2018;2;0;0
VALDIVIA;14;2018;10;19;19-10-2018;7;0;1390
OSORNO;10;2018;10;19;19-10-2018;4;0;860
PUERTO MONTT;10;2018;10;19;19-10-2018;4;0;285
ARICA;15;2018;10;19;19-10-2018;7;0;2221
Temuco;9;2018;10;19;19-10-2018;6;0;3451
VILLARICA;9;2018;10;19;19-10-2018;4;0;414
TEMUCO;9;2018;10;19;19-10-2018;10;0;3688
VICTORIA;9;2018;10;19;19-10-2018;3;0;701
HUALPÉN;8;2018;10;19;19-10-2018;1;0;33
TALCAHUANO;8;2018;10;19;19-10-2018;3;0;600
LOS ANGELES;8;2018;10;19;19-10-2018;2;0;661
CONCEPCION;8;2018;10;19;19-10-2018;2;0;2129
CORONEL;8;2018;10;19;19-10-2018;2;0;658
PUNTA ARENAS;12;2018;10;19;19-10-2018;6;0;1000
PUERTO NATALES;12;2018;10;19;19-10-2018;6;0;865
ANTOFAGASTA;2;2018;10;19;19-10-2018;4;0;888
CALAMA;2;2018;10;19;19-10-2018;7;0;2701
LA SERENA;4;2018;10;19;19-10-2018;3;0;574
TALAGANTE;13;2018;10;19;19-10-2018;3;0;1004
BUIN;13;2018;10;19;19-10-2018;1;0;879
COPIAPO;3;2018;10;19;19-10-2018;8;0;2655
SANTA CRUZ;6;2018;10;19;19-10-2018;1;0;421
RANCAGUA;6;2018;10;19;19-10-2018;1;0;917
PUERTO AYSÉN;11;2018;10;19;19-10-2018;2;0;0
VALDIVIA;14;2018;10;20;20-10-2018;7;0;1050
OSORNO;10;2018;10;20;20-10-2018;4;0;878
PUERTO MONTT;10;2018;10;20;20-10-2018;4;0;251
ARICA;15;2018;10;20;20-10-2018;7;0;1716
Temuco;9;2018;10;20;20-10-2018;6;0;3725
VILLARICA;9;2018;10;20;20-10-2018;4;0;282
TEMUCO;9;2018;10;20;20-10-2018;10;0;4223
VICTORIA;9;2018;10;20;20-10-2018;3;0;502
HUALPÉN;8;2018;10;20;20-10-2018;1;0;21
TALCAHUANO;8;2018;10;20;20-10-2018;3;0;592
LOS ANGELES;8;2018;10;20;20-10-2018;2;0;583
CONCEPCION;8;2018;10;20;20-10-2018;2;0;1679
CORONEL;8;2018;10;20;20-10-2018;2;0;557
PUNTA ARENAS;12;2018;10;20;20-10-2018;6;0;1016
PUERTO NATALES;12;2018;10;20;20-10-2018;6;0;533
ANTOFAGASTA;2;2018;10;20;20-10-2018;4;0;752
CALAMA;2;2018;10;20;20-10-2018;7;0;2333
LA SERENA;4;2018;10;20;20-10-2018;3;0;510
TALAGANTE;13;2018;10;20;20-10-2018;3;0;883
BUIN;13;2018;10;20;20-10-2018;1;0;740
COPIAPO;3;2018;10;20;20-10-2018;8;0;2088
SANTA CRUZ;6;2018;10;20;20-10-2018;1;0;264
RANCAGUA;6;2018;10;20;20-10-2018;1;0;693
PUERTO AYSÉN;11;2018;10;20;20-10-2018;2;0;0
VALDIVIA;14;2018;10;21;21-10-2018;7;0;702
OSORNO;10;2018;10;21;21-10-2018;4;0;541
PUERTO MONTT;10;2018;10;21;21-10-2018;4;0;220
ARICA;15;2018;10;21;21-10-2018;7;0;1230
Temuco;9;2018;10;21;21-10-2018;6;0;3062
VILLARICA;9;2018;10;21;21-10-2018;4;0;154
TEMUCO;9;2018;10;21;21-10-2018;10;0;3933
VICTORIA;9;2018;10;21;21-10-2018;3;0;379
HUALPÉN;8;2018;10;21;21-10-2018;1;0;30
TALCAHUANO;8;2018;10;21;21-10-2018;3;0;672
LOS ANGELES;8;2018;10;21;21-10-2018;2;0;446
CONCEPCION;8;2018;10;21;21-10-2018;2;0;1274
CORONEL;8;2018;10;21;21-10-2018;2;0;520
PUNTA ARENAS;12;2018;10;21;21-10-2018;6;0;286
PUERTO NATALES;12;2018;10;21;21-10-2018;6;0;507
ANTOFAGASTA;2;2018;10;21;21-10-2018;4;0;489
CALAMA;2;2018;10;21;21-10-2018;7;0;1865
LA SERENA;4;2018;10;21;21-10-2018;3;0;370
TALAGANTE;13;2018;10;21;21-10-2018;3;0;839
BUIN;13;2018;10;21;21-10-2018;1;0;646
COPIAPO;3;2018;10;21;21-10-2018;8;0;1490
SANTA CRUZ;6;2018;10;21;21-10-2018;1;0;172
RANCAGUA;6;2018;10;21;21-10-2018;1;0;548
PUERTO AYSÉN;11;2018;10;21;21-10-2018;2;0;0
VALDIVIA;14;2018;10;22;22-10-2018;7;0;1609
OSORNO;10;2018;10;22;22-10-2018;4;0;1182
PUERTO MONTT;10;2018;10;22;22-10-2018;4;0;296
ARICA;15;2018;10;22;22-10-2018;7;0;2337
Temuco;9;2018;10;22;22-10-2018;6;0;3705
VILLARICA;9;2018;10;22;22-10-2018;4;0;375
TEMUCO;9;2018;10;22;22-10-2018;10;0;4134
VICTORIA;9;2018;10;22;22-10-2018;3;0;735
HUALPÉN;8;2018;10;22;22-10-2018;1;0;22
TALCAHUANO;8;2018;10;22;22-10-2018;3;0;606
LOS ANGELES;8;2018;10;22;22-10-2018;2;0;682
CONCEPCION;8;2018;10;22;22-10-2018;2;0;2180
CORONEL;8;2018;10;22;22-10-2018;2;0;603
PUNTA ARENAS;12;2018;10;22;22-10-2018;6;0;780
PUERTO NATALES;12;2018;10;22;22-10-2018;6;0;775
ANTOFAGASTA;2;2018;10;22;22-10-2018;4;0;881
CALAMA;2;2018;10;22;22-10-2018;7;0;2606
LA SERENA;4;2018;10;22;22-10-2018;3;0;587
TALAGANTE;13;2018;10;22;22-10-2018;3;0;987
BUIN;13;2018;10;22;22-10-2018;1;0;901
COPIAPO;3;2018;10;22;22-10-2018;8;0;2546
SANTA CRUZ;6;2018;10;22;22-10-2018;1;0;378
RANCAGUA;6;2018;10;22;22-10-2018;1;0;920
PUERTO AYSÉN;11;2018;10;22;22-10-2018;2;0;0
VALDIVIA;14;2018;10;23;23-10-2018;7;0;1600
OSORNO;10;2018;10;23;23-10-2018;4;0;1093
PUERTO MONTT;10;2018;10;23;23-10-2018;4;0;295
ARICA;15;2018;10;23;23-10-2018;7;0;2468
Temuco;9;2018;10;23;23-10-2018;6;0;2164
VILLARICA;9;2018;10;23;23-10-2018;4;0;208
TEMUCO;9;2018;10;23;23-10-2018;10;0;2209
VICTORIA;9;2018;10;23;23-10-2018;3;0;639
HUALPÉN;8;2018;10;23;23-10-2018;1;0;8
TALCAHUANO;8;2018;10;23;23-10-2018;3;0;306
LOS ANGELES;8;2018;10;23;23-10-2018;2;0;473
CONCEPCION;8;2018;10;23;23-10-2018;2;0;1372
CORONEL;8;2018;10;23;23-10-2018;2;0;529
PUNTA ARENAS;12;2018;10;23;23-10-2018;6;0;944
PUERTO NATALES;12;2018;10;23;23-10-2018;6;0;843
ANTOFAGASTA;2;2018;10;23;23-10-2018;4;0;799
CALAMA;2;2018;10;23;23-10-2018;7;0;2632
LA SERENA;4;2018;10;23;23-10-2018;3;0;576
TALAGANTE;13;2018;10;23;23-10-2018;3;0;966
BUIN;13;2018;10;23;23-10-2018;1;0;820
COPIAPO;3;2018;10;23;23-10-2018;8;0;2649
SANTA CRUZ;6;2018;10;23;23-10-2018;1;0;375
RANCAGUA;6;2018;10;23;23-10-2018;1;0;937
PUERTO AYSÉN;11;2018;10;23;23-10-2018;2;0;0
VALDIVIA;14;2018;10;24;24-10-2018;7;0;1052
OSORNO;10;2018;10;24;24-10-2018;4;0;642
PUERTO MONTT;10;2018;10;24;24-10-2018;4;0;208
ARICA;15;2018;10;24;24-10-2018;7;0;2644
Temuco;9;2018;10;24;24-10-2018;6;0;2281
VILLARICA;9;2018;10;24;24-10-2018;4;0;230
TEMUCO;9;2018;10;24;24-10-2018;10;0;2413
VICTORIA;9;2018;10;24;24-10-2018;3;0;614
HUALPÉN;8;2018;10;24;24-10-2018;1;0;19
TALCAHUANO;8;2018;10;24;24-10-2018;3;0;547
LOS ANGELES;8;2018;10;24;24-10-2018;2;0;561
CONCEPCION;8;2018;10;24;24-10-2018;2;0;2043
CORONEL;8;2018;10;24;24-10-2018;2;0;528
PUNTA ARENAS;12;2018;10;24;24-10-2018;6;0;835
PUERTO NATALES;12;2018;10;24;24-10-2018;6;0;649
ANTOFAGASTA;2;2018;10;24;24-10-2018;4;0;934
CALAMA;2;2018;10;24;24-10-2018;7;0;2804
LA SERENA;4;2018;10;24;24-10-2018;3;0;632
TALAGANTE;13;2018;10;24;24-10-2018;3;0;1043
BUIN;13;2018;10;24;24-10-2018;1;0;835
COPIAPO;3;2018;10;24;24-10-2018;8;0;2700
SANTA CRUZ;6;2018;10;24;24-10-2018;1;0;390
RANCAGUA;6;2018;10;24;24-10-2018;1;0;992
PUERTO AYSÉN;11;2018;10;24;24-10-2018;2;0;0
VALDIVIA;14;2018;10;25;25-10-2018;7;0;1507
OSORNO;10;2018;10;25;25-10-2018;4;0;1134
PUERTO MONTT;10;2018;10;25;25-10-2018;4;0;347
ARICA;15;2018;10;25;25-10-2018;7;0;2452
Temuco;9;2018;10;25;25-10-2018;6;0;3455
VILLARICA;9;2018;10;25;25-10-2018;4;0;366
TEMUCO;9;2018;10;25;25-10-2018;10;0;3582
VICTORIA;9;2018;10;25;25-10-2018;3;0;718
HUALPÉN;8;2018;10;25;25-10-2018;1;0;7
TALCAHUANO;8;2018;10;25;25-10-2018;3;0;561
LOS ANGELES;8;2018;10;25;25-10-2018;2;0;771
CONCEPCION;8;2018;10;25;25-10-2018;2;0;2377
CORONEL;8;2018;10;25;25-10-2018;2;0;528
PUNTA ARENAS;12;2018;10;25;25-10-2018;6;0;531
PUERTO NATALES;12;2018;10;25;25-10-2018;6;0;717
ANTOFAGASTA;2;2018;10;25;25-10-2018;4;0;934
CALAMA;2;2018;10;25;25-10-2018;7;0;2667
LA SERENA;4;2018;10;25;25-10-2018;3;0;617
TALAGANTE;13;2018;10;25;25-10-2018;3;0;998
BUIN;13;2018;10;25;25-10-2018;1;0;856
COPIAPO;3;2018;10;25;25-10-2018;8;0;2451
SANTA CRUZ;6;2018;10;25;25-10-2018;1;0;395
RANCAGUA;6;2018;10;25;25-10-2018;1;0;966
PUERTO AYSÉN;11;2018;10;25;25-10-2018;2;0;0
VALDIVIA;14;2018;10;26;26-10-2018;7;0;1065
OSORNO;10;2018;10;26;26-10-2018;4;0;873
PUERTO MONTT;10;2018;10;26;26-10-2018;4;0;259
ARICA;15;2018;10;26;26-10-2018;7;0;2309
Temuco;9;2018;10;26;26-10-2018;6;0;3632
VILLARICA;9;2018;10;26;26-10-2018;4;0;339
TEMUCO;9;2018;10;26;26-10-2018;10;0;3926
VICTORIA;9;2018;10;26;26-10-2018;3;0;742
HUALPÉN;8;2018;10;26;26-10-2018;1;0;11
TALCAHUANO;8;2018;10;26;26-10-2018;3;0;671
LOS ANGELES;8;2018;10;26;26-10-2018;2;0;702
CONCEPCION;8;2018;10;26;26-10-2018;2;0;2299
CORONEL;8;2018;10;26;26-10-2018;2;0;608
PUNTA ARENAS;12;2018;10;26;26-10-2018;6;0;493
PUERTO NATALES;12;2018;10;26;26-10-2018;6;0;610
ANTOFAGASTA;2;2018;10;26;26-10-2018;4;0;948
CALAMA;2;2018;10;26;26-10-2018;7;0;2702
LA SERENA;4;2018;10;26;26-10-2018;3;0;641
TALAGANTE;13;2018;10;26;26-10-2018;3;0;947
BUIN;13;2018;10;26;26-10-2018;1;0;870
COPIAPO;3;2018;10;26;26-10-2018;8;0;2470
SANTA CRUZ;6;2018;10;26;26-10-2018;1;0;377
RANCAGUA;6;2018;10;26;26-10-2018;1;0;990
PUERTO AYSÉN;11;2018;10;26;26-10-2018;2;0;0
VALDIVIA;14;2018;10;27;27-10-2018;7;0;821
OSORNO;10;2018;10;27;27-10-2018;4;0;690
PUERTO MONTT;10;2018;10;27;27-10-2018;4;0;283
ARICA;15;2018;10;27;27-10-2018;7;0;1826
Temuco;9;2018;10;27;27-10-2018;6;0;2828
VILLARICA;9;2018;10;27;27-10-2018;4;0;197
TEMUCO;9;2018;10;27;27-10-2018;10;0;3240
VICTORIA;9;2018;10;27;27-10-2018;3;0;561
HUALPÉN;8;2018;10;27;27-10-2018;1;0;32
TALCAHUANO;8;2018;10;27;27-10-2018;3;0;726
LOS ANGELES;8;2018;10;27;27-10-2018;2;0;570
CONCEPCION;8;2018;10;27;27-10-2018;2;0;1595
CORONEL;8;2018;10;27;27-10-2018;2;0;627
PUNTA ARENAS;12;2018;10;27;27-10-2018;6;0;588
PUERTO NATALES;12;2018;10;27;27-10-2018;6;0;490
ANTOFAGASTA;2;2018;10;27;27-10-2018;4;0;770
CALAMA;2;2018;10;27;27-10-2018;7;0;2432
LA SERENA;4;2018;10;27;27-10-2018;3;0;495
TALAGANTE;13;2018;10;27;27-10-2018;3;0;890
BUIN;13;2018;10;27;27-10-2018;1;0;716
COPIAPO;3;2018;10;27;27-10-2018;8;0;2076
SANTA CRUZ;6;2018;10;27;27-10-2018;1;0;287
RANCAGUA;6;2018;10;27;27-10-2018;1;0;731
PUERTO AYSÉN;11;2018;10;27;27-10-2018;2;0;0
VALDIVIA;14;2018;10;28;28-10-2018;7;0;297
OSORNO;10;2018;10;28;28-10-2018;4;0;475
PUERTO MONTT;10;2018;10;28;28-10-2018;4;0;302
ARICA;15;2018;10;28;28-10-2018;7;0;1291
Temuco;9;2018;10;28;28-10-2018;6;0;1645
VILLARICA;9;2018;10;28;28-10-2018;4;0;98
TEMUCO;9;2018;10;28;28-10-2018;10;0;2298
VICTORIA;9;2018;10;28;28-10-2018;3;0;293
HUALPÉN;8;2018;10;28;28-10-2018;1;0;22
TALCAHUANO;8;2018;10;28;28-10-2018;3;0;350
LOS ANGELES;8;2018;10;28;28-10-2018;2;0;368
CONCEPCION;8;2018;10;28;28-10-2018;2;0;686
CORONEL;8;2018;10;28;28-10-2018;2;0;238
PUNTA ARENAS;12;2018;10;28;28-10-2018;6;0;550
PUERTO NATALES;12;2018;10;28;28-10-2018;6;0;527
ANTOFAGASTA;2;2018;10;28;28-10-2018;4;0;611
CALAMA;2;2018;10;28;28-10-2018;7;0;1852
LA SERENA;4;2018;10;28;28-10-2018;3;0;353
TALAGANTE;13;2018;10;28;28-10-2018;3;0;969
BUIN;13;2018;10;28;28-10-2018;1;0;698
COPIAPO;3;2018;10;28;28-10-2018;8;0;1395
SANTA CRUZ;6;2018;10;28;28-10-2018;1;0;130
RANCAGUA;6;2018;10;28;28-10-2018;1;0;528
PUERTO AYSÉN;11;2018;10;28;28-10-2018;2;0;0
VALDIVIA;14;2018;10;29;29-10-2018;7;0;906
OSORNO;10;2018;10;29;29-10-2018;4;0;395
PUERTO MONTT;10;2018;10;29;29-10-2018;4;0;136
ARICA;15;2018;10;29;29-10-2018;7;0;2435
Temuco;9;2018;10;29;29-10-2018;6;0;1704
VILLARICA;9;2018;10;29;29-10-2018;4;0;187
TEMUCO;9;2018;10;29;29-10-2018;10;0;1844
VICTORIA;9;2018;10;29;29-10-2018;3;0;509
HUALPÉN;8;2018;10;29;29-10-2018;1;0;13
TALCAHUANO;8;2018;10;29;29-10-2018;3;0;352
LOS ANGELES;8;2018;10;29;29-10-2018;2;0;498
CONCEPCION;8;2018;10;29;29-10-2018;2;0;1146
CORONEL;8;2018;10;29;29-10-2018;2;0;356
PUNTA ARENAS;12;2018;10;29;29-10-2018;6;0;539
PUERTO NATALES;12;2018;10;29;29-10-2018;6;0;655
ANTOFAGASTA;2;2018;10;29;29-10-2018;4;0;880
CALAMA;2;2018;10;29;29-10-2018;7;0;2547
LA SERENA;4;2018;10;29;29-10-2018;3;0;622
TALAGANTE;13;2018;10;29;29-10-2018;3;0;889
BUIN;13;2018;10;29;29-10-2018;1;0;841
COPIAPO;3;2018;10;29;29-10-2018;8;0;2358
SANTA CRUZ;6;2018;10;29;29-10-2018;1;0;196
RANCAGUA;6;2018;10;29;29-10-2018;1;0;672
PUERTO AYSÉN;11;2018;10;29;29-10-2018;2;0;0
VALDIVIA;14;2018;10;30;30-10-2018;7;0;1271
OSORNO;10;2018;10;30;30-10-2018;3;0;478
PUERTO MONTT;10;2018;10;30;30-10-2018;4;0;320
ARICA;15;2018;10;30;30-10-2018;7;0;2312
Temuco;9;2018;10;30;30-10-2018;6;0;2957
VILLARICA;9;2018;10;30;30-10-2018;4;0;301
TEMUCO;9;2018;10;30;30-10-2018;10;0;3277
VICTORIA;9;2018;10;30;30-10-2018;3;0;604
HUALPÉN;8;2018;10;30;30-10-2018;1;0;18
TALCAHUANO;8;2018;10;30;30-10-2018;3;0;504
LOS ANGELES;8;2018;10;30;30-10-2018;2;0;609
CONCEPCION;8;2018;10;30;30-10-2018;2;0;1937
CORONEL;8;2018;10;30;30-10-2018;2;0;692
PUNTA ARENAS;12;2018;10;30;30-10-2018;6;0;476
PUERTO NATALES;12;2018;10;30;30-10-2018;6;0;553
ANTOFAGASTA;2;2018;10;30;30-10-2018;4;0;983
CALAMA;2;2018;10;30;30-10-2018;7;0;2677
LA SERENA;4;2018;10;30;30-10-2018;3;0;610
TALAGANTE;13;2018;10;30;30-10-2018;3;0;824
BUIN;13;2018;10;30;30-10-2018;1;0;691
COPIAPO;3;2018;10;30;30-10-2018;8;0;2541
SANTA CRUZ;6;2018;10;30;30-10-2018;1;0;344
RANCAGUA;6;2018;10;30;30-10-2018;1;0;712
PUERTO AYSÉN;11;2018;10;30;30-10-2018;2;0;0
VALDIVIA;14;2018;10;31;31-10-2018;7;0;1398
OSORNO;10;2018;10;31;31-10-2018;4;0;741
PUERTO MONTT;10;2018;10;31;31-10-2018;4;0;289
ARICA;15;2018;10;31;31-10-2018;7;0;2184
Temuco;9;2018;10;31;31-10-2018;6;0;3846
VILLARICA;9;2018;10;31;31-10-2018;4;0;360
TEMUCO;9;2018;10;31;31-10-2018;10;0;3790
VICTORIA;9;2018;10;31;31-10-2018;3;0;637
HUALPÉN;8;2018;10;31;31-10-2018;1;0;16
TALCAHUANO;8;2018;10;31;31-10-2018;3;0;536
LOS ANGELES;8;2018;10;31;31-10-2018;2;0;683
CONCEPCION;8;2018;10;31;31-10-2018;2;0;2315
CORONEL;8;2018;10;31;31-10-2018;2;0;559
PUNTA ARENAS;12;2018;10;31;31-10-2018;6;0;557
PUERTO NATALES;12;2018;10;31;31-10-2018;6;0;698
ANTOFAGASTA;2;2018;10;31;31-10-2018;4;0;870
CALAMA;2;2018;10;31;31-10-2018;7;0;2563
LA SERENA;4;2018;10;31;31-10-2018;3;0;557
TALAGANTE;13;2018;10;31;31-10-2018;3;0;875
BUIN;13;2018;10;31;31-10-2018;1;0;880
COPIAPO;3;2018;10;31;31-10-2018;8;0;2627
SANTA CRUZ;6;2018;10;31;31-10-2018;1;0;425
RANCAGUA;6;2018;10;31;31-10-2018;1;0;935
PUERTO AYSÉN;11;2018;10;31;31-10-2018;2;0;0
VALDIVIA;14;2018;11;1;1-11-2018;7;0;693
OSORNO;10;2018;11;1;1-11-2018;4;0;470
PUERTO MONTT;10;2018;11;1;1-11-2018;4;0;274
ARICA;15;2018;11;1;1-11-2018;7;0;1404
Temuco;9;2018;11;1;1-11-2018;6;0;1421
VILLARICA;9;2018;11;1;1-11-2018;4;0;119
TEMUCO;9;2018;11;1;1-11-2018;10;0;1638
VICTORIA;9;2018;11;1;1-11-2018;3;0;223
HUALPÉN;8;2018;11;1;1-11-2018;1;0;12
TALCAHUANO;8;2018;11;1;1-11-2018;3;0;277
LOS ANGELES;8;2018;11;1;1-11-2018;2;0;347
CONCEPCION;8;2018;11;1;1-11-2018;2;0;622
CORONEL;8;2018;11;1;1-11-2018;2;0;259
PUNTA ARENAS;12;2018;11;1;1-11-2018;6;0;297
PUERTO NATALES;12;2018;11;1;1-11-2018;6;0;488
ANTOFAGASTA;2;2018;11;1;1-11-2018;4;0;515
CALAMA;2;2018;11;1;1-11-2018;7;0;1696
LA SERENA;4;2018;11;1;1-11-2018;3;0;348
TALAGANTE;13;2018;11;1;1-11-2018;3;0;716
BUIN;13;2018;11;1;1-11-2018;1;0;578
COPIAPO;3;2018;11;1;1-11-2018;8;0;1633
SANTA CRUZ;6;2018;11;1;1-11-2018;1;0;182
RANCAGUA;6;2018;11;1;1-11-2018;1;0;500
PUERTO AYSÉN;11;2018;11;1;1-11-2018;2;0;0
VALDIVIA;14;2018;11;2;2-11-2018;7;0;443
OSORNO;10;2018;11;2;2-11-2018;4;0;400
PUERTO MONTT;10;2018;11;2;2-11-2018;4;0;332
ARICA;15;2018;11;2;2-11-2018;7;0;1397
Temuco;9;2018;11;2;2-11-2018;6;0;1188
VILLARICA;9;2018;11;2;2-11-2018;4;0;58
TEMUCO;9;2018;11;2;2-11-2018;10;0;1298
VICTORIA;9;2018;11;2;2-11-2018;3;0;155
HUALPÉN;8;2018;11;2;2-11-2018;1;0;13
TALCAHUANO;8;2018;11;2;2-11-2018;3;0;144
LOS ANGELES;8;2018;11;2;2-11-2018;2;0;137
CONCEPCION;8;2018;11;2;2-11-2018;2;0;472
CORONEL;8;2018;11;2;2-11-2018;2;0;202
PUNTA ARENAS;12;2018;11;2;2-11-2018;6;0;663
PUERTO NATALES;12;2018;11;2;2-11-2018;6;0;536
ANTOFAGASTA;2;2018;11;2;2-11-2018;4;0;645
CALAMA;2;2018;11;2;2-11-2018;7;0;1883
LA SERENA;4;2018;11;2;2-11-2018;3;0;401
TALAGANTE;13;2018;11;2;2-11-2018;3;0;800
BUIN;13;2018;11;2;2-11-2018;1;0;552
COPIAPO;3;2018;11;2;2-11-2018;8;0;1623
SANTA CRUZ;6;2018;11;2;2-11-2018;1;0;142
RANCAGUA;6;2018;11;2;2-11-2018;1;0;515
PUERTO AYSÉN;11;2018;11;2;2-11-2018;2;0;0
VALDIVIA;14;2018;11;3;3-11-2018;7;0;577
